INSERT INTO `alumno` VALUES ('20150001', 'Almaraz', 'Remigio', 'Manuel Alejandro', 'Ma Elena', 'priv macadamia', 'Huehuetoca', 54689, '5519093222', '5545746226', '15/16');
INSERT INTO `alumno` VALUES ('20150443', 'CASTILLO', 'DE', 'MAR', 'ERIKA', 'Privada 403', 'Cuatitlan', 23239, '496470655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150444', 'DE', 'DEL', 'MARCO', 'MIGUEL', 'Privada 404', 'Naucalpan', 21451, '492471655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150445', 'DUQUE', 'PUCCIO,', 'FELIX', 'LU', 'Privada 405', 'Huehuetoca', 19663, '488472655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150446', 'MESA', 'ARONE,', 'MAR', 'LILIANA', 'Privada 406', 'Coacalco', 17875, '559120989', '559120989', '15/16');
INSERT INTO `alumno` VALUES ('20150447', 'MU', 'CRUZ', 'GILBERTO', 'GUSTAVO', 'Privada 407', 'Tultitlan', 16087, '559122989', '559122989', '15/16');
INSERT INTO `alumno` VALUES ('20150448', 'ORTIZ', 'VARGAS,', 'MELISSA', 'MIGUEL', 'Privada 408', 'Cuatitlan', 14299, '551122989', '551122989', '15/16');
INSERT INTO `alumno` VALUES ('20150449', 'PACHECO', 'LUNA,', 'MARTA', 'LUZ', 'Privada 409', 'Naucalpan', 12511, '548457655.7', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150450', 'PAREDES', 'DAVILA,', 'RECAREDO', 'LU', 'Privada 410', 'Huehuetoca', 10723, '544458655.7', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150451', 'P', 'GASPAR,', 'DAVID', 'BEATRIZ', 'Privada 411', 'Coacalco', 58999, '540459655.7', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150452', 'P', 'PARODI,', 'MAR', 'CLAUDIA', 'Privada 412', 'Tultitlan', 57211, '536460655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150453', 'P', 'CARREAZO,', 'GIOVANNI', 'MAR', 'Privada 413', 'Cuatitlan', 55423, '532461655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150454', 'REND', 'RAMOS,', 'JUAN', 'ANA', 'Privada 414', 'Naucalpan', 53635, '528462655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150455', 'TABARES', 'SILVA,', 'CARLOS', 'EUCARIS', 'Privada 415', 'Huehuetoca', 51847, '524463655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150456', 'D', 'LUCERO,', 'EDUARDO', 'GERMAN', 'Privada 416', 'Coacalco', 50059, '520464655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150457', 'L', 'ALVARADO,', 'GLORIA', 'ANGELICA', 'Privada 417', 'Tultitlan', 48271, '516465655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150458', 'DUQUE', 'ONAGA,', 'DIANA', 'JUAN', 'Privada 418', 'Cuatitlan', 46483, '512466655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150459', 'LARGACHA', 'VEGA,', 'JUAN', 'RUGGIERO', 'Privada 419', 'Huehuetoca', 44695, '508467655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150460', 'S', 'CHANG,', 'MAR', 'MAR', 'Privada 420', 'Coacalco', 42907, '504468655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150461', 'D', 'SALCEDO,', 'MARCO', 'EDNA', 'Privada 421', 'Tultitlan', 41119, '500469655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150462', 'GARC', 'FLORES,', 'JOAQUIN', 'ADRIANA', 'Privada 422', 'Cuatitlan', 39331, '496470655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150463', 'CARVAJAL', 'L', 'WALTER', 'RICARDO', 'Privada 423', 'Naucalpan', 37543, '492471655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150464', 'HOLGUIN', 'CALA', 'ANGELA', 'JAIME', 'Privada 424', 'Huehuetoca', 35755, '488472655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150465', 'USUGA', 'RUIZ', 'MAGDA', 'LU', 'Privada 425', 'Coacalco', 33967, '484473655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150466', 'GONZ', 'V', 'WILLIAM', 'BEATRIZ', 'Privada 426', 'Tultitlan', 32179, '480474655.7', '480474655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150467', 'S', 'V', 'LIBARDO', 'JULIAN', 'Privada 427', 'Cuatitlan', 30391, '476475655.7', '476475655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150468', 'ARIZA', 'PEDRAZA', 'SARA', 'ANTONIO', 'Privada 428', 'Naucalpan', 28603, '472476655.7', '472476655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150469', 'D', 'RESTREPO', 'CESAR', 'SANDRA', 'Privada 429', 'Huehuetoca', 42907, '468477655.7', '468477655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150470', 'GUALTEROS', 'DELGADO', 'NINI', 'LU', 'Privada 430', 'Coacalco', 41119, '464478655.7', '464478655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150471', 'ARANGO', 'ROMERO', 'ALVARO', 'ARMANDO', 'Privada 431', 'Tultitlan', 39331, '460479655.7', '460479655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150472', 'RIANO', 'URREA', 'JHULIANA', 'SILVA', 'Privada 432', 'Cuatitlan', 37543, '456480655.7', '456480655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150473', 'ROMAN', 'VEL', 'YAMIL', 'VALERIA', 'Privada 433', 'Naucalpan', 35755, '452481655.7', '452481655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150474', 'G', 'DE', 'DIEGO', 'STUARTH', 'Privada 434', 'Huehuetoca', 33967, '448482655.7', '448482655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150475', 'MEJ', 'FORERO', 'MAR', 'GONZ', 'Privada 435', 'Coacalco', 32179, '444483655.7', '444483655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150476', 'OROZCO', 'SILVA', 'MONICA', 'OLGA', 'Privada 436', 'Tultitlan', 30391, '440484655.7', '440484655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150477', 'PRIETO', 'GARC', 'ISMAEL', 'PABLO', 'Privada 437', 'Cuatitlan', 28603, '436485655.7', '436485655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150478', 'TOB', 'PINEROS', 'CARRILLO', 'JUAN', 'Privada 438', 'Huehuetoca', 26815, '432486655.7', '432486655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150479', 'YAYGUAJE', 'MESA', 'WILIAM', 'ANA', 'Privada 439', 'Coacalco', 25027, '428487655.7', '428487655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150480', 'GLORIA', 'S', 'ANDREA', 'ANDR', 'Privada 440', 'Tultitlan', 23239, '424488655.7', '424488655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150481', 'CABREJO', 'DE', 'VICTOR', 'WILFRAN', 'Privada 441', 'Cuatitlan', 21451, '420489655.7', '420489655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150482', 'CASAS', '', 'JOS', 'ISABEL', 'Privada 442', 'Naucalpan', 19663, '416490655.7', '416490655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150483', 'FREY', 'BONILLA', 'ALVARO', 'OSCAR', 'Privada 443', 'Huehuetoca', 17875, '412491655.7', '412491655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150484', 'GIRALDO', 'URIBE', 'CAROLINA', 'HECTOR', 'Privada 444', 'Coacalco', 16087, '408492655.7', '408492655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150485', 'GIRALDO', 'GONZ', 'GINA', 'ARMANDO', 'Privada 445', 'Tultitlan', 50059, '404493655.7', '404493655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150486', 'G', 'ARBEL', 'JUAN', 'WILSON', 'Privada 446', 'Cuatitlan', 48271, '400494655.7', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150487', 'GUALDRONWENDELL', 'ARRIETA', 'PAULA', 'MAR', 'Privada 447', 'Naucalpan', 46483, '396495655.7', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150488', 'HERNANDEZ', 'ARCHILA', 'GLORIA', 'MARCO', 'Privada 448', 'Huehuetoca', 44695, '392496655.7', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150489', 'HERRERA', 'B', 'IRMA', 'FELIX', 'Privada 449', 'Coacalco', 42907, '388497655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150490', 'INFANTE', 'FERN', 'MAR', 'MAR', 'Privada 450', 'Tultitlan', 41119, '384498655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150491', 'LOPERA', 'REND', 'JOHN', 'GILBERTO', 'Privada 451', 'Cuatitlan', 39331, '380499655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150492', 'L', 'VERA', 'DIANA', 'MELISSA', 'Privada 452', 'Naucalpan', 37543, '376500655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150493', 'MOLINA', 'GONZ', 'EMERSON', 'MARTA', 'Privada 453', 'Huehuetoca', 35755, '372501655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150494', 'MUNETON', 'PINEDA', 'EDUARDO', 'RECAREDO', 'Privada 454', 'Coacalco', 33967, '368502655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150495', 'POSADA', 'ARROYAVE', 'GERARDO', 'DAVID', 'Privada 455', 'Tultitlan', 32179, '364503655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150496', 'RINC', 'ARROYAVE', 'LU', 'MAR', 'Privada 456', 'Cuatitlan', 30391, '360504655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150497', 'SILVA', 'FRIAS', 'HOLMES', 'GIOVANNI', 'Privada 457', 'Huehuetoca', 28603, '356505655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150498', 'TORRES', 'SOLANO', 'JAIME', 'JUAN', 'Privada 458', 'Coacalco', 26815, '352506655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150499', 'VALENCIA', 'MORENO', 'XIMENA', 'CARLOS', 'Privada 459', 'Tultitlan', 25027, '348507655.7', '348507655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150500', 'CUERVO', 'GRANADOS', 'GUSTAVO', 'EDUARDO', 'Privada 460', 'Cuatitlan', 23239, '344508655.7', '344508655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150501', 'LUNA', 'YENNY', 'LETTY', 'YANED', 'Calle constinuacion 1', 'Huehuetoca', 54122, '559120989', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150502', 'LUNA', 'ANDRADE', 'MARTHA', 'JESUS', 'Calle constinuacion 2', 'Coacalco', 51991, '559122989', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150503', 'LUQUE', 'D', 'EDNA', 'WILSON', 'Calle constinuacion 3', 'Tultitlan', 58999, '551122989', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150504', 'LLANO', 'GARC', 'LUZ', 'EDGAR', 'Calle constinuacion 4', 'Cuatitlan', 57211, '548457655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150505', 'LLANOS', 'MANCHEGO', 'LILIANA', 'MAR', 'Calle constinuacion 5', 'Naucalpan', 55423, '544458655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150506', 'MAC', 'DONALD', 'CUERVO', 'ALEJANDRO', 'Calle constinuacion 6', 'Huehuetoca', 53635, '540459655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150507', 'MANCIPE', 'PINZ', 'NELSON', 'GUSTAVO', 'Calle constinuacion 7', 'Coacalco', 51847, '536460655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150508', 'MANTILLA', 'BOTERO', 'JOS', 'MAR', 'Calle constinuacion 8', 'Tultitlan', 50059, '532461655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150509', 'MARIN', 'ESCOBAR', 'LIZ', 'MARGARITA', 'Calle constinuacion 9', 'Cuatitlan', 48271, '528462655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150510', 'MARIN', 'LONDO', 'YANED', 'LIDIA', 'Calle constinuacion 10', 'Naucalpan', 46483, '524463655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150511', 'MARIN', 'RENGIFO', 'JESUS', 'JAIRO', 'Calle constinuacion 11', 'Huehuetoca', 44695, '520464655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150512', 'MARIN', 'RESTREPO', 'WILSON', 'LUZ', 'Calle constinuacion 12', 'Coacalco', 42907, '516465655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150513', 'MARQUEZ', 'HERNANDEZ', 'EDGAR', 'ENRIQUE', 'Calle constinuacion 13', 'Tultitlan', 41119, '512466655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150514', 'MARTELO', 'MESA', 'MAR', 'JORGE', 'Calle constinuacion 14', 'Cuatitlan', 39331, '508467655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150515', 'MART', 'ARANGO', 'ANGE', 'MARTA', 'Calle constinuacion 15', 'Naucalpan', 37543, '504468655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150516', 'MART', 'ARIZA', 'ERIKA', 'JANNETH', 'Calle constinuacion 16', 'Huehuetoca', 35755, '500469655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150517', 'MART', 'ESCALANTE', 'MIGUEL', 'RICARDO', 'Calle constinuacion 17', 'Coacalco', 33967, '496470655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150518', 'MART', 'FORERO', 'LU', 'RIGOBERTO', 'Calle constinuacion 18', 'Tultitlan', 32179, '492471655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150519', 'MART', 'G', 'LILIANA', 'JORGE', 'Calle constinuacion 19', 'Cuatitlan', 30391, '488472655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150520', 'MARINEZ', 'GORDILLO', 'GUSTAVO', 'ANGELA', 'Calle constinuacion 20', 'Huehuetoca', 28603, '484473655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150521', 'MART', 'GUZM', 'MIGUEL', 'ANA', 'Calle constinuacion 21', 'Coacalco', 26815, '480474655.7', '480474655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150522', 'MART', 'MART', 'LUZ', 'LEONARDO', 'Calle constinuacion 22', 'Tultitlan', 25027, '476475655.7', '476475655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150523', 'MARINEZ', 'MORA', 'LU', 'LEYSI', 'Calle constinuacion 23', 'Cuatitlan', 23239, '472476655.7', '472476655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150524', 'MART', 'PACHECO', 'BEATRIZ', 'CARLOS', 'Calle constinuacion 24', 'Naucalpan', 21451, '468477655.7', '468477655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150525', 'MART', 'PARRA', 'CLAUDIA', 'RAMON', 'Calle constinuacion 25', 'Huehuetoca', 19663, '464478655.7', '464478655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150526', 'MART', 'RUGE', 'MAR', 'KAROL', 'Calle constinuacion 26', 'Coacalco', 17875, '460479655.7', '460479655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150527', 'MART', 'TORO', 'ANA', 'VESBAVER', 'Calle constinuacion 27', 'Tultitlan', 16087, '456480655.7', '456480655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150528', 'MARULANDA', 'LOZANO', 'EUCARIS', 'GLORIA', 'Calle constinuacion 28', 'Cuatitlan', 14299, '452481655.7', '452481655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150529', 'MATEUS', 'CAMPOS', 'GERMAN', 'HECTOR', 'Calle constinuacion 29', 'Naucalpan', 12511, '448482655.7', '448482655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150530', 'MATEUS', 'CORTEZ', 'ANGELICA', 'JAVIER', 'Calle constinuacion 30', 'Huehuetoca', 10723, '444483655.7', '444483655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150531', 'MATEUS', 'CORT', 'JUAN', 'DIEGO', 'Calle constinuacion 31', 'Coacalco', 58999, '440484655.7', '440484655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150532', 'MAZZANTI', 'DI', 'RUGGIERO', 'DIEGO', 'Calle constinuacion 32', 'Tultitlan', 57211, '436485655.7', '436485655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150533', 'MEDELLIN', 'VILLA', 'MAR', 'WILLIAM', 'Calle constinuacion 33', 'Cuatitlan', 55423, '432486655.7', '432486655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150534', 'MEDINA', 'BERMUDEZ', 'EDNA', 'YOLERCY', 'Calle constinuacion 34', 'Naucalpan', 53635, '428487655.7', '428487655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150535', 'MEDINA', 'QUIROGA', 'ADRIANA', 'BONILLA', 'Calle constinuacion 35', 'Huehuetoca', 51847, '424488655.7', '424488655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150536', 'MEDINA', 'QUIROGA', 'RICARDO', 'MONICA', 'Calle constinuacion 36', 'Coacalco', 50059, '420489655.7', '420489655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150537', 'MEJ', 'BETANCUR', 'JAIME', 'MARITZA', 'Calle constinuacion 37', 'Tultitlan', 48271, '416490655.7', '416490655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150538', 'MEJ', 'BOTERO', 'LU', 'RICAURTE', 'Calle constinuacion 38', 'Cuatitlan', 46483, '412491655.7', '412491655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150539', 'MEJ', 'GALVIS', 'BEATRIZ', 'MARTIN', 'Calle constinuacion 39', 'Huehuetoca', 44695, '408492655.7', '408492655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150540', 'MEJ', 'GUZM', 'JULIAN', 'PERPETUA', 'Calle constinuacion 40', 'Coacalco', 42907, '404493655.7', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150541', 'MEJ', 'LEMA', 'ANTONIO', 'ALBA', 'Calle constinuacion 41', 'Tultitlan', 41119, '400494655.7', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150542', 'MELO', 'RODR', 'SANDRA', 'SOL', 'Calle constinuacion 42', 'Cuatitlan', 39331, '396495655.7', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150543', 'MENDEZ', 'ARANGO', 'LU', 'ALBERTO', 'Calle constinuacion 43', 'Naucalpan', 37543, '392496655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150544', 'MENDEZ', 'CASTIBLANCO', 'ARMANDO', 'CARLOS', 'Calle constinuacion 44', 'Huehuetoca', 35755, '388497655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150545', 'MENDEZ', 'DE', 'SILVA', 'NANCY', 'Calle constinuacion 45', 'Coacalco', 33967, '384498655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150546', 'MENDEZ', 'RIVEROS', 'VALERIA', 'GERMAN', 'Calle constinuacion 46', 'Tultitlan', 32179, '380499655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150547', 'MENESES', 'CUBIDES', 'STUARTH', 'NESTOR', 'Calle constinuacion 47', 'Cuatitlan', 30391, '376500655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150548', 'MESA', 'DE', 'GONZ', 'JAVIER', 'Calle constinuacion 48', 'Naucalpan', 28603, '372501655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150549', 'MESA', 'DIEZ', 'OLGA', 'MARTA', 'Calle constinuacion 49', 'Huehuetoca', 42907, '368502655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150550', 'MESA', 'OSORIO', 'PABLO', 'DIANA', 'Calle constinuacion 50', 'Coacalco', 41119, '364503655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150551', 'MINA', 'ARRECHEA', 'JUAN', 'MARLON', 'Calle constinuacion 51', 'Tultitlan', 39331, '360504655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150552', 'MOLANO', 'RODR', 'ANA', 'ANGELICA', 'Calle constinuacion 52', 'Cuatitlan', 37543, '356505655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150553', 'MOLINA', 'ORREGO', 'ANDR', 'JUAN', 'Calle constinuacion 53', 'Naucalpan', 35755, '352506655.7', '352506655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150554', 'MOLINA', 'RODR', 'WILFRAN', 'GERARDO', 'Calle constinuacion 54', 'Huehuetoca', 33967, '348507655.7', '348507655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150555', 'MOLINARES', 'PALACIO', 'ISABEL', 'GUSTAVO', 'Calle constinuacion 55', 'Coacalco', 32179, '344508655.7', '344508655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150556', 'MOLINEROS', 'CONTETO', 'OSCAR', 'BIBIANA', 'Calle constinuacion 56', 'Tultitlan', 30391, '340509655.7', '340509655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150557', 'MONA', 'MONCADA', 'HECTOR', 'MARIUXIS', 'Calle constinuacion 57', 'Cuatitlan', 28603, '336510655.7', '336510655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150558', 'MONCADA', 'CATA', 'ARMANDO', 'MAR', 'Calle constinuacion 58', 'Huehuetoca', 26815, '332511655.7', '332511655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150559', 'MONCADA', 'CATA', 'WILSON', 'RAMON', 'Calle constinuacion 59', 'Coacalco', 25027, '328512655.7', '328512655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150560', 'MONCALEANO', 'P', 'MAR', 'GLORIA', 'Calle constinuacion 60', 'Tultitlan', 23239, '324513655.7', '324513655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150561', 'MONSALVE', 'ZAPATA', 'MARCO', 'CRISTIAN', 'Calle constinuacion 61', 'Cuatitlan', 21451, '320514655.7', '320514655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150562', 'MONTANEZ', 'RODR', 'FELIX', 'ALEXANDAR', 'Calle constinuacion 62', 'Naucalpan', 19663, '316515655.7', '316515655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150563', 'MONTENEGRO', 'GIRALDO', 'MAR', 'ANA', 'Calle constinuacion 63', 'Huehuetoca', 17875, '312516655.7', '312516655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150564', 'MONTOYA', 'GIRALDO', 'GILBERTO', 'SANDRA', 'Calle constinuacion 64', 'Coacalco', 16087, '308517655.7', '308517655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150565', 'MONTOYA', 'G', 'MELISSA', 'CATALINA', 'Calle constinuacion 65', 'Tultitlan', 50059, '304518655.7', '304518655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150566', 'MONTOYA', 'HOYOS', 'MARTA', 'OLGA', 'Calle constinuacion 66', 'Cuatitlan', 48271, '300519655.7', '300519655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150567', 'MONZ', 'POLANIA', 'RECAREDO', 'ROSA', 'Calle constinuacion 67', 'Naucalpan', 46483, '296520655.7', '296520655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150568', 'MORA', 'ORTEG', 'DAVID', 'ISABEL', 'Calle constinuacion 68', 'Huehuetoca', 44695, '292521655.7', '292521655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150569', 'MORALES', 'G', 'MAR', 'LETTY', 'Calle constinuacion 69', 'Coacalco', 42907, '288522655.7', '288522655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150570', 'MORALES', 'HOYOS', 'GIOVANNI', 'MARTHA', 'Calle constinuacion 70', 'Tultitlan', 41119, '284523655.7', '284523655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150571', 'MORALES', 'MONTOYA', 'JUAN', 'EDNA', 'Calle constinuacion 71', 'Cuatitlan', 39331, '280524655.7', '280524655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150572', 'MORALES', 'S', 'CARLOS', 'LUZ', 'Calle constinuacion 72', 'Naucalpan', 37543, '276525655.7', '276525655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150573', 'MORALES', 'SALAME', 'EDUARDO', 'LILIANA', 'Calle constinuacion 73', 'Huehuetoca', 35755, '272526655.7', '272526655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150574', 'MORENO', 'BEJARANO', 'GLORIA', 'CUERVO', 'Calle constinuacion 74', 'Coacalco', 33967, '268527655.7', '268527655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150575', 'MORENO', 'BOHORQUEZ', 'DIANA', 'NELSON', 'Calle constinuacion 75', 'Tultitlan', 32179, '264528655.7', '264528655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150576', 'MORENO', 'CRUZ', 'JUAN', 'JOS', 'Calle constinuacion 76', 'Cuatitlan', 30391, '260529655.7', '260529655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150577', 'MORENO', 'SEGURA', 'MAR', 'LIZ', 'Calle constinuacion 77', 'Huehuetoca', 28603, '256530655.7', '256530655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150578', 'MOSQUERA', 'CASTILLO', 'MARCO', 'YANED', 'Calle constinuacion 78', 'Coacalco', 26815, '252531655.7', '252531655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150579', 'MOSQUERA', 'GARC', 'JOAQUIN', 'JESUS', 'Calle constinuacion 79', 'Tultitlan', 25027, '248532655.7', '248532655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150580', 'MOSQUERA', 'GUAPI', 'WALTER', 'WILSON', 'Calle constinuacion 80', 'Cuatitlan', 23239, '244533655.7', '244533655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150581', 'MOSQUERA', 'MESA', 'ANGELA', 'EDGAR', 'Calle constinuacion 81', 'Naucalpan', 21451, '240534655.7', '240534655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150582', 'MOSQUERA', 'MOSQUERA', 'MAGDA', 'MAR', 'Calle constinuacion 82', 'Huehuetoca', 19663, '236535655.7', '236535655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150583', 'MOTTA', 'JIM', 'WILLIAM', 'ANGE', 'Calle constinuacion 83', 'Coacalco', 17875, '232536655.7', '232536655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150584', 'M', 'PINEDA', 'LIBARDO', 'ERIKA', 'Calle constinuacion 84', 'Tultitlan', 16087, '228537655.7', '228537655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150585', 'MU', 'CORREA', 'SARA', 'MIGUEL', 'Calle constinuacion 85', 'Cuatitlan', 54122, '224538655.7', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150586', 'MU', 'VALBUENA', 'CESAR', 'LU', 'Calle constinuacion 86', 'Naucalpan', 5199, '220539655.7', '528462655.7', '15/16');
